customer_id,gender,age,total_orders,amount,payment_method,area,last_invoice_date,shopping_time,payment_status,Cashier,,,,
CUST00066,Female,59,1,2114.43,Credit Card,Shastri Nagar,19-06-2023,Morning,yes,SN34543,,,,
CUST00067,Male,46,16,9429.3,Debit Card,Mansarovar,21-12-2023,Evening,yes,MS27374,,,,
CUST00068,Male,54,44,668.04,Debit Card,Johari Bazaar,11-08-2023,Evening,yes,JW32473,,,,
CUST00069,Female,62,38,2451.5,Credit Card,Malviya Nagar,14-02-2023,Night,yes,MN25354,,,,
CUST00070,Female,47,43,22565.7,Wallet,C-Scheme,13-07-2023,Morning,yes,CS43533,,,,
CUST00071,Female,29,46,688.16,UPI,Vaishali Nagar,20-10-2023,Morning,yes,VN32344,,,,
CUST00072,Male,43,42,14473.98,Debit Card,Mansarovar,28-09-2023,Afternoon,yes,MS27374,,,,
CUST00073,Male,23,17,447.82,Cash,Pratap Nagar,18-12-2023,Night,yes,PN34546,,,,
CUST00074,Female,63,36,7125.12,Debit Card,Jhotwara,03-07-2023,Evening,yes,JH34565,,,,
CUST00075,Male,21,47,8383.15,Debit Card,C-Scheme,13-04-2023,Morning,yes,CS43533,,,,
CUST00076,Male,25,12,16258.48,Debit Card,Shayam Nagar,14-07-2023,Evening,yes,SN22345,,,,
CUST00077,Male,37,15,23981.75,UPI,Johari Bazaar,12-05-2023,Afternoon,yes,JW32473,,,,
CUST00078,Female,39,9,24386.8,Credit Card,Malviya Nagar,29-08-2023,Afternoon,yes,MN25354,,,,
CUST00079,Female,28,28,6626.91,Wallet,Johari Bazaar,16-11-2023,Evening,yes,JW32473,,,,
CUST00080,Female,56,15,2003.85,Cash,Johari Bazaar,10-01-2023,Morning,yes,JW32473,,,,
CUST00081,Female,37,36,1153.11,Cash,Johari Bazaar,22-06-2023,Night,yes,JW32473,,,,
CUST00082,Male,46,39,2008.52,Wallet,Vaishali Nagar,27-07-2023,Evening,yes,VN32344,,,,
CUST00083,Female,47,40,12503.91,Debit Card,C-Scheme,11-12-2023,Morning,yes,CS43533,,,,
CUST00084,Male,35,34,8994.24,Credit Card,C-Scheme,25-09-2023,Morning,yes,CS43533,,,,
CUST00085,Female,43,35,404.14,Cash,Pratap Nagar,24-04-2023,Morning,yes,PN34546,,,,
CUST00086,Male,48,36,23922.78,Cash,Pratap Nagar,24-12-2023,Morning,yes,PN34546,,,,
CUST00087,Male,50,36,6169.16,Credit Card,Johari Bazaar,03-07-2023,Evening,yes,JW32473,,,,
CUST00088,Male,42,28,13539.9,UPI,Jhotwara,05-06-2023,Evening,yes,JH34565,,,,
CUST00089,Male,53,2,8467.76,Debit Card,Pratap Nagar,13-01-2023,Evening,yes,PN34546,,,,
CUST00090,Male,50,11,1000.5,UPI,Malviya Nagar,27-11-2023,Night,yes,MN25354,,,,
CUST00091,Female,48,18,5554.14,UPI,Mansarovar,06-06-2023,Evening,yes,MS27374,,,,
CUST00092,Female,18,24,14048.25,Debit Card,Vaishali Nagar,14-03-2023,Evening,yes,VN32344,,,,
CUST00093,Female,31,21,8650.2,Wallet,Bapu Bazaar,18-06-2023,Morning,yes,BB30393,,,,
CUST00094,Male,19,25,15226.9,Debit Card,Shayam Nagar,13-12-2023,Morning,yes,SN22345,,,,
CUST00095,Female,44,50,3566.06,Credit Card,Bapu Bazaar,09-03-2023,Night,yes,BB30393,,,,
CUST00096,Female,53,49,5581.32,UPI,Malviya Nagar,10-08-2023,Night,yes,MN25354,,,,
CUST00097,Female,45,20,4945.58,Debit Card,C-Scheme,23-12-2023,Evening,yes,CS43533,,,,
CUST00098,Female,28,10,13703.45,Credit Card,Pratap Nagar,05-05-2023,Afternoon,yes,PN34546,,,,
CUST00099,Female,36,34,24577.2,Cash,Jhotwara,07-11-2023,Night,yes,JH34565,,,,
CUST00100,Male,42,22,8182.82,Credit Card,C-Scheme,14-02-2023,Morning,yes,CS43533,,,,
CUST00101,Female,65,18,8629.68,Wallet,Vaishali Nagar,11-11-2023,Afternoon,yes,VN32344,,,,
CUST00102,Female,36,44,7166.36,Cash,C-Scheme,07-09-2023,Evening,yes,CS43533,,,,
CUST00103,Female,36,11,2701.49,Credit Card,Vaishali Nagar,07-08-2023,Night,yes,VN32344,,,,
CUST00104,Male,47,41,2061.32,Wallet,Bapu Bazaar,19-06-2023,Evening,yes,BB30393,,,,
CUST00105,Female,50,13,3923.7,Credit Card,Pratap Nagar,05-11-2023,Night,yes,PN34546,,,,
CUST00106,Female,63,44,18322.92,Wallet,Mansarovar,14-08-2023,Evening,yes,MS27374,,,,
CUST00107,Male,33,39,21450.84,UPI,Johari Bazaar,12-07-2023,Evening,yes,JW32473,,,,
CUST00108,Female,57,7,2432.46,Cash,Bapu Bazaar,20-12-2023,Evening,yes,BB30393,,,,
CUST00109,Female,60,25,540.32,Wallet,Bapu Bazaar,21-07-2023,Evening,yes,BB30393,,,,
CUST00110,Female,18,21,20177.7,Debit Card,Shayam Nagar,01-06-2023,Morning,yes,SN22345,,,,
CUST00111,Male,19,35,13661.15,Cash,Shayam Nagar,24-03-2023,Evening,yes,SN22345,,,,
CUST00112,Female,50,28,25228.98,Credit Card,Shayam Nagar,26-10-2023,Night,yes,SN22345,,,,
CUST00113,Male,40,49,3380.5,Debit Card,Mansarovar,19-04-2023,Afternoon,yes,MS27374,,,,
CUST00114,Female,38,50,1410.94,Debit Card,Vaishali Nagar,04-08-2023,Morning,yes,VN32344,,,,
CUST00115,Male,36,42,12696.15,Wallet,Jhotwara,20-12-2023,Afternoon,yes,JH34565,,,,
CUST00116,Female,30,14,14173.65,Cash,Jhotwara,07-01-2023,Morning,yes,JH34565,,,,
CUST00117,Male,42,13,6526.35,Wallet,C-Scheme,08-09-2023,Evening,yes,CS43533,,,,
CUST00118,Female,65,36,4793.54,Debit Card,C-Scheme,21-02-2023,Morning,yes,CS43533,,,,
CUST00119,Female,30,29,13074,Credit Card,C-Scheme,07-11-2023,Morning,yes,CS43533,,,,
CUST00120,Male,29,31,2449.25,Wallet,Jhotwara,03-12-2023,Afternoon,yes,JH34565,,,,
CUST00121,Female,64,31,7429.53,Cash,Jhotwara,28-06-2023,Morning,yes,JH34565,,,,
CUST00122,Male,49,33,6511,Wallet,Mansarovar,06-09-2023,Evening,yes,MS27374,,,,
CUST00123,Male,28,42,23788.02,UPI,Bapu Bazaar,25-04-2023,Morning,yes,BB30393,,,,
CUST00124,Female,26,30,8412.28,Wallet,Shayam Nagar,06-03-2023,Morning,yes,SN22345,,,,
CUST00125,Male,57,11,12931.2,Cash,C-Scheme,21-06-2023,Evening,yes,CS43533,,,,
CUST00126,Female,40,8,5025.24,Credit Card,Johari Bazaar,18-02-2023,Afternoon,yes,JW32473,,,,
CUST00127,Male,53,24,1178.06,Cash,Mansarovar,31-07-2023,Afternoon,yes,MS27374,,,,
CUST00128,Female,56,26,9128.55,Wallet,Johari Bazaar,29-06-2023,Morning,yes,JW32473,,,,
CUST00129,Male,35,33,7492.86,Credit Card,Vaishali Nagar,11-03-2023,Afternoon,yes,VN32344,,,,
CUST00130,Male,27,12,21132.5,Credit Card,Mansarovar,08-11-2023,Afternoon,yes,MS27374,,,,
CUST00131,Female,64,20,18393.4,Credit Card,Malviya Nagar,02-06-2023,Night,yes,MN25354,,,,
CUST00132,Male,61,14,1519.32,Wallet,Johari Bazaar,13-04-2023,Night,yes,JW32473,,,,
CUST00133,Female,23,25,846.32,Debit Card,Shastri Nagar,20-08-2023,Evening,yes,SN34543,,,,
CUST00134,Female,25,10,1062.35,Cash,Mansarovar,17-07-2023,Morning,yes,MS27374,,,,
CUST00135,Male,43,37,17934.85,Debit Card,Johari Bazaar,11-12-2023,Afternoon,yes,JW32473,,,,
CUST00136,Male,24,48,264.43,Wallet,Shayam Nagar,15-09-2023,Evening,yes,SN22345,,,,
CUST00137,Male,37,35,13693.48,Credit Card,Jhotwara,25-08-2023,Morning,yes,JH34565,,,,
CUST00138,Male,26,15,4431.46,Debit Card,Mansarovar,08-10-2023,Night,yes,MS27374,,,,
CUST00139,Male,19,36,3350.8,Credit Card,Bapu Bazaar,16-07-2023,Morning,yes,BB30393,,,,
CUST00140,Male,41,24,3220.95,Cash,Mansarovar,19-08-2023,Afternoon,yes,MS27374,,,,
CUST00141,Male,23,48,9634.46,Cash,Jhotwara,19-05-2023,Morning,yes,JH34565,,,,
CUST00142,Female,24,12,5710.92,UPI,Pratap Nagar,21-04-2023,Morning,yes,PN34546,,,,
CUST00143,Female,45,9,2233.74,Cash,Malviya Nagar,27-09-2023,Evening,yes,MN25354,,,,
CUST00144,Male,29,12,18405.42,Cash,Shayam Nagar,11-03-2023,Evening,yes,SN22345,,,,
CUST00145,Female,24,48,4977.84,Wallet,C-Scheme,23-04-2023,Afternoon,yes,CS43533,,,,
CUST00146,Male,18,14,9321.9,Wallet,Pratap Nagar,08-03-2023,Night,yes,PN34546,,,,
CUST00147,Male,20,4,6476.28,Wallet,Jhotwara,15-02-2023,Morning,yes,JH34565,,,,
CUST00148,Male,64,28,6597,Wallet,Shayam Nagar,28-10-2023,Night,yes,SN22345,,,,
CUST00149,Male,25,26,2942.94,Wallet,Mansarovar,26-08-2023,Evening,yes,MS27374,,,,
CUST00150,Female,32,49,18008.76,Debit Card,Shayam Nagar,30-07-2023,Morning,yes,SN22345,,,,
CUST00151,Female,28,12,21681.3,Credit Card,Malviya Nagar,26-03-2023,Morning,yes,MN25354,,,,
CUST00152,Male,51,24,16015.64,Credit Card,Jhotwara,18-03-2023,Morning,yes,JH34565,,,,
CUST00153,Male,65,31,1960.98,Wallet,C-Scheme,08-09-2023,Evening,yes,CS43533,,,,
CUST00154,Male,51,17,6277.53,Wallet,Shastri Nagar,04-08-2023,Evening,yes,SN34543,,,,
CUST00155,Male,29,1,11508.63,Debit Card,Malviya Nagar,28-12-2023,Night,yes,MN25354,,,,
CUST00156,Female,53,17,22911.66,Credit Card,Mansarovar,19-08-2023,Evening,yes,MS27374,,,,
CUST00157,Male,50,2,7043.6,Debit Card,Mansarovar,01-04-2023,Afternoon,yes,MS27374,,,,
CUST00158,Male,49,1,5341.6,UPI,Johari Bazaar,05-04-2023,Night,yes,JW32473,,,,
CUST00159,Male,23,2,3679.22,Cash,Vaishali Nagar,23-06-2023,Afternoon,yes,VN32344,,,,
CUST00160,Female,37,7,9949.08,Debit Card,Jhotwara,14-11-2023,Night,yes,JH34565,,,,
CUST00161,Male,59,14,940.02,Debit Card,Johari Bazaar,03-03-2023,Afternoon,yes,JW32473,,,,
CUST00162,Female,31,47,11785.83,Debit Card,Shayam Nagar,24-07-2023,Morning,yes,SN22345,,,,
CUST00163,Male,31,18,10313.12,Wallet,Shayam Nagar,12-05-2023,Evening,yes,SN22345,,,,
CUST00164,Female,41,36,23396.75,Debit Card,Shayam Nagar,16-10-2023,Morning,yes,SN22345,,,,
CUST00165,Female,61,33,20718.7,UPI,Mansarovar,22-01-2023,Afternoon,yes,MS27374,,,,
CUST00166,Male,64,38,132.51,Wallet,Johari Bazaar,19-04-2023,Evening,yes,JW32473,,,,
CUST00167,Male,62,1,13240.56,UPI,Shayam Nagar,10-01-2023,Evening,yes,SN22345,,,,
CUST00168,Male,59,20,3027.45,Credit Card,Malviya Nagar,21-10-2023,Night,yes,MN25354,,,,
CUST00169,Female,53,31,17084.25,Cash,Johari Bazaar,31-08-2023,Afternoon,yes,JW32473,,,,
CUST00170,Male,36,44,13009.92,Cash,Johari Bazaar,26-04-2023,Night,yes,JW32473,,,,
CUST00171,Male,60,6,3202.48,UPI,Shastri Nagar,21-01-2023,Afternoon,yes,SN34543,,,,
CUST00172,Male,25,43,22976.15,Credit Card,Mansarovar,10-07-2023,Afternoon,yes,MS27374,,,,
CUST00173,Male,48,12,16071.72,Debit Card,Jhotwara,23-04-2023,Afternoon,yes,JH34565,,,,
CUST00174,Female,47,28,1879.24,UPI,Bapu Bazaar,22-04-2023,Night,yes,BB30393,,,,
CUST00175,Female,51,31,3537.92,UPI,Johari Bazaar,09-01-2023,Evening,yes,JW32473,,,,
CUST00176,Female,57,33,550.38,Credit Card,Jhotwara,15-05-2023,Night,yes,JH34565,,,,
CUST00177,Male,27,28,20662.08,Debit Card,Jhotwara,02-09-2023,Night,yes,JH34565,,,,
CUST00178,Female,56,43,6467.72,Debit Card,C-Scheme,19-05-2023,Evening,yes,CS43533,,,,
CUST00179,Male,57,16,744.51,Credit Card,Pratap Nagar,09-09-2023,Afternoon,yes,PN34546,,,,
CUST00180,Female,55,6,2826.69,Wallet,Mansarovar,17-07-2023,Night,yes,MS27374,,,,
CUST00181,Male,58,23,3605.76,Debit Card,C-Scheme,17-02-2023,Morning,yes,CS43533,,,,
CUST00182,Male,42,28,3563.5,Cash,Bapu Bazaar,08-11-2023,Morning,yes,BB30393,,,,
CUST00183,Male,61,5,1914.01,Wallet,Mansarovar,03-09-2023,Morning,yes,MS27374,,,,
CUST00184,Male,53,49,15144.16,UPI,Shayam Nagar,10-03-2023,Morning,yes,SN22345,,,,
CUST00185,Female,49,39,8615.76,Cash,Pratap Nagar,30-11-2023,Afternoon,yes,PN34546,,,,
CUST00186,Female,29,20,1250.51,Credit Card,Johari Bazaar,30-01-2023,Night,yes,JW32473,,,,
CUST00187,Male,23,50,9873,Credit Card,Vaishali Nagar,10-05-2023,Night,yes,VN32344,,,,
CUST00188,Female,63,4,10450.47,Cash,C-Scheme,11-07-2023,Night,yes,CS43533,,,,
CUST00189,Male,37,36,10679.84,Debit Card,Shayam Nagar,23-03-2023,Night,yes,SN22345,,,,
CUST00190,Male,59,42,7766.96,UPI,C-Scheme,17-04-2023,Evening,yes,CS43533,,,,
CUST00191,Female,59,8,3876.9,Cash,Vaishali Nagar,03-09-2023,Afternoon,yes,VN32344,,,,
CUST00192,Female,47,45,6486.18,Debit Card,Shayam Nagar,19-06-2023,Afternoon,yes,SN22345,,,,
CUST00193,Female,43,23,3940.13,Debit Card,Malviya Nagar,10-05-2023,Morning,yes,MN25354,,,,
CUST00194,Female,39,7,25522.32,Cash,C-Scheme,17-01-2023,Night,yes,CS43533,,,,
CUST00195,Male,31,50,583.9,Wallet,Shastri Nagar,12-10-2023,Afternoon,yes,SN34543,,,,
CUST00196,Male,48,19,6131.55,Debit Card,Johari Bazaar,10-10-2023,Morning,yes,JW32473,,,,
CUST00197,Male,18,25,17926.5,Debit Card,Johari Bazaar,11-09-2023,Afternoon,yes,JW32473,,,,
CUST00198,Female,57,30,19226.7,Debit Card,Jhotwara,16-10-2023,Evening,yes,JH34565,,,,
CUST00199,Female,41,37,17852.82,UPI,Shayam Nagar,28-05-2023,Afternoon,yes,SN22345,,,,
CUST00200,Male,25,33,509.18,Credit Card,Jhotwara,09-12-2023,Night,yes,JH34565,,,,
CUST00201,Male,56,21,745.63,UPI,C-Scheme,27-10-2023,Evening,yes,CS43533,,,,
CUST00202,Female,27,30,5583.24,UPI,Malviya Nagar,08-06-2023,Afternoon,yes,MN25354,,,,
CUST00203,Male,18,30,4432.93,Credit Card,Vaishali Nagar,05-11-2023,Morning,yes,VN32344,,,,
CUST00204,Male,43,19,8740.96,Cash,Bapu Bazaar,15-01-2023,Evening,yes,BB30393,,,,
CUST00205,Female,29,19,11012.16,Debit Card,Pratap Nagar,16-01-2023,Morning,yes,PN34546,,,,
CUST00206,Male,45,29,6046.34,Cash,Shayam Nagar,15-08-2023,Evening,yes,SN22345,,,,
CUST00207,Male,47,2,2908.24,UPI,C-Scheme,02-03-2023,Evening,yes,CS43533,,,,
CUST00208,Male,27,42,380.61,UPI,Johari Bazaar,21-02-2023,Morning,yes,JW32473,,,,
CUST00209,Female,48,50,5308.24,Wallet,Shastri Nagar,20-03-2023,Afternoon,yes,SN34543,,,,
CUST00210,Female,43,20,9820.42,UPI,Shayam Nagar,04-12-2023,Morning,yes,SN22345,,,,
CUST00211,Female,38,35,2758.92,Debit Card,C-Scheme,17-05-2023,Night,yes,CS43533,,,,
CUST00212,Male,57,19,5674.68,Wallet,Jhotwara,19-02-2023,Morning,yes,JH34565,,,,
CUST00213,Female,52,6,8978.92,UPI,Johari Bazaar,29-12-2023,Morning,yes,JW32473,,,,
CUST00214,Male,33,44,9132.44,Cash,Johari Bazaar,14-10-2023,Night,yes,JW32473,,,,
CUST00215,Male,45,50,271,Wallet,Mansarovar,27-05-2023,Afternoon,yes,MS27374,,,,
CUST00216,Female,56,28,4024.04,Debit Card,Johari Bazaar,25-09-2023,Morning,yes,JW32473,,,,
CUST00217,Male,30,48,8700.3,Credit Card,Shastri Nagar,12-08-2023,Night,yes,SN34543,,,,
CUST00218,Male,38,15,11050.68,Cash,Vaishali Nagar,04-08-2023,Morning,yes,VN32344,,,,
CUST00219,Female,35,17,14573.58,Wallet,Malviya Nagar,06-11-2023,Night,yes,MN25354,,,,
CUST00220,Male,43,22,3946.74,Credit Card,Shayam Nagar,15-10-2023,Evening,yes,SN22345,,,,
CUST00221,Male,18,46,16033.86,Wallet,Mansarovar,02-02-2023,Evening,yes,MS27374,,,,
CUST00222,Female,31,1,21131.1,Cash,Pratap Nagar,24-01-2023,Afternoon,yes,PN34546,,,,
CUST00223,Male,57,3,871.04,UPI,Shastri Nagar,21-01-2023,Night,yes,SN34543,,,,
CUST00224,Male,40,27,2450.92,Wallet,Bapu Bazaar,10-10-2023,Afternoon,yes,BB30393,,,,
CUST00225,Female,53,15,12660.75,Debit Card,Shastri Nagar,02-08-2023,Morning,yes,SN34543,,,,
CUST00226,Female,48,38,6931.6,Wallet,Mansarovar,30-11-2023,Evening,yes,MS27374,,,,
CUST00227,Male,58,32,68.75,UPI,Bapu Bazaar,12-07-2023,Afternoon,yes,BB30393,,,,
CUST00228,Male,37,2,1025.47,Wallet,Bapu Bazaar,29-04-2023,Afternoon,yes,BB30393,,,,
CUST00229,Female,64,8,4552.73,Wallet,Jhotwara,15-02-2023,Evening,yes,JH34565,,,,
CUST00230,Male,51,18,1778.72,Credit Card,Pratap Nagar,15-11-2023,Afternoon,yes,PN34546,,,,
CUST00231,Female,46,16,4390.74,Debit Card,Vaishali Nagar,09-03-2023,Evening,yes,VN32344,,,,
CUST00232,Female,30,25,13683.06,UPI,Bapu Bazaar,14-06-2023,Morning,yes,BB30393,,,,
CUST00233,Female,51,33,16656.15,UPI,Shastri Nagar,02-06-2023,Evening,yes,SN34543,,,,
CUST00234,Male,53,15,12525.96,UPI,Bapu Bazaar,11-12-2023,Night,yes,BB30393,,,,
CUST00235,Female,25,7,711.15,Wallet,Malviya Nagar,29-06-2023,Evening,yes,MN25354,,,,
CUST00236,Female,60,10,15662.4,UPI,Shayam Nagar,26-07-2023,Night,yes,SN22345,,,,
CUST00237,Female,48,29,8873.1,Cash,C-Scheme,28-10-2023,Morning,yes,CS43533,,,,
CUST00238,Male,35,25,3123.84,Credit Card,Johari Bazaar,19-08-2023,Afternoon,yes,JW32473,,,,
CUST00239,Male,40,24,11074.45,Cash,Jhotwara,17-05-2023,Evening,yes,JH34565,,,,
CUST00240,Male,50,49,5939.64,Cash,Shayam Nagar,05-01-2023,Afternoon,yes,SN22345,,,,
CUST00241,Female,61,16,19284.54,Debit Card,Johari Bazaar,05-06-2023,Afternoon,yes,JW32473,,,,
CUST00242,Female,29,45,22739.15,Credit Card,Johari Bazaar,11-04-2023,Evening,yes,JW32473,,,,
CUST00243,Male,42,38,7745.76,Credit Card,Malviya Nagar,30-12-2023,Afternoon,yes,MN25354,,,,
CUST00244,Female,61,26,18619.08,UPI,C-Scheme,02-10-2023,Night,yes,CS43533,,,,
CUST00245,Female,43,43,687.12,Debit Card,Jhotwara,11-04-2023,Afternoon,yes,JH34565,,,,
CUST00246,Female,41,32,1874.73,Debit Card,Jhotwara,27-03-2023,Afternoon,yes,JH34565,,,,
CUST00247,Male,47,49,20633.7,Credit Card,C-Scheme,22-12-2023,Night,yes,CS43533,,,,
CUST00248,Female,64,23,9786.14,Credit Card,Shayam Nagar,04-03-2023,Afternoon,yes,SN22345,,,,
CUST00249,Male,57,12,8910.96,UPI,Vaishali Nagar,03-05-2023,Afternoon,yes,VN32344,,,,
CUST00250,Female,28,18,4416.76,Wallet,Johari Bazaar,18-07-2023,Afternoon,yes,JW32473,,,,
CUST00251,Female,40,47,12843.09,Cash,C-Scheme,11-10-2023,Night,yes,CS43533,,,,
CUST00252,Female,31,28,9168.18,Debit Card,Shastri Nagar,13-05-2023,Morning,yes,SN34543,,,,
CUST00253,Male,43,8,12921.15,Debit Card,Bapu Bazaar,09-08-2023,Afternoon,yes,BB30393,,,,
CUST00254,Female,49,22,6264.8,Cash,Johari Bazaar,15-01-2023,Afternoon,yes,JW32473,,,,
